"##characteristics#compile#binary_size#min";"##characteristics#run#execution_time_kernel_0#center";"##characteristics#run#execution_time_kernel_0#halfrange"
131080;39.018910500000004;0.1273785000000025
129096;38.9504865;0.08599849999999876
102164;14.375638;0.04688499999999962
85924;15.9425855;0.0044044999999997
81148;14.12905;0.04797099999999954
81632;14.0615235;0.04179249999999968
83876;16.108974500000002;0.049296499999998744
85312;13.9117085;0.02732050000000008
129096;38.925477;0.10886599999999902
82768;15.936985499999999;0.010640500000000053
101316;14.1125815;0.03267050000000005
82052;13.948237500000001;0.017609499999999834
131084;38.944613000000004;0.06965299999999885
100244;13.938488;0.06082900000000002
57952;16.3725685;0.01478050000000053
85828;15.8979415;0.010693500000000355
84324;14.605433999999999;0.006255999999999595
90976;14.12348;0.01951600000000031
111580;16.4533685;0.03348749999999967
81808;14.414897;0.03350799999999943
131140;38.8904365;0.053511499999999046
84380;15.796145500000002;0.05187849999999994
83532;16.0548755;0.03239150000000102
81852;13.9262705;0.039000500000000216
102376;14.198043;0.020953999999999695
98108;13.808572999999999;0.043581000000000536
114540;13.8109715;0.03244050000000076
79972;16.995786;0.0579970000000003
124352;13.990488;0.052541000000000615
90252;15.9467575;0.045947500000000474
85120;17.301236;0.07759300000000025
85268;14.2498475;0.025060500000000374
131140;39.0176725;0.09700350000000313
131080;38.9977095;0.09321150000000245
66264;14.1786025;0.01706049999999948
131140;39.0269915;0.09624949999999899
78308;17.166757500000003;0.053669499999999815
82736;16.3062445;0.0007734999999993164
79388;18.0147485;0.028956499999999608
100436;14.360693000000001;0.016302000000000483
83900;15.9203075;0.011299499999999796
131140;39.0864885;0.03367550000000108
129044;38.410887;0.1301710000000007
102732;13.996364;0.01577099999999998
99520;14.2804225;0.02434449999999977
85196;15.780619000000002;0.025894000000000084
81028;16.511004;0.017437000000001035
82788;14.312957;0.013133000000000727
130544;38.920443;0.03823200000000071
130544;39.013883;0.12988500000000158
84284;15.8730355;0.027073500000000195
99448;14.116544000000001;0.03460099999999944
104960;14.071736999999999;0.035490999999999495
83276;16.163961999999998;0.035209000000000046
84308;15.436499000000001;0.04211700000000018
124348;13.756891;0.06893300000000036
78360;16.0634305;0.05781250000000071
84044;15.4896525;0.023047500000000554
86780;15.8501;0.05057299999999998
79008;17.716195;0.012575999999999254
83340;16.299633;0.001630999999999716
130676;39.008438999999996;0.11788100000000057
81344;14.1607865;0.0013575000000001225
100220;16.672459000000003;0.026502999999999943
107916;16.426992;0.01996399999999987
98132;13.945077000000001;0.031336000000000475
83536;15.8184925;0.039904500000000453
84692;16.23196;0.04525699999999944
78132;16.353321;0.009354000000000084
80372;13.868364;0.024398999999999837
83720;16.324016;0.016006000000000853
78304;16.457511500000003;0.05842250000000071
84080;16.3951545;0.03626949999999951
82652;16.2628835;0.047755499999999174
92788;13.910378999999999;0.038466000000000555
78172;16.570974;0.018335000000000434
82664;17.9321635;0.02002049999999933
84412;15.338345499999999;0.04366649999999961
78496;15.771753499999999;0.01864049999999917
80984;16.7641155;0.030753499999999434
87980;13.973323;0.054229999999999556
102416;14.5628165;0.034790499999999724
84124;15.942183;0.07804900000000004
103368;13.9299985;0.01692749999999954
83344;16.2405425;0.00515749999999926
78476;16.785992999999998;0.006978999999999402
84408;15.871962;0.04510299999999923
83776;15.965155;0.051283000000000634
102124;14.1380115;0.040529499999999885
99832;14.096818500000001;0.06526250000000022
131140;38.9653245;0.1206655000000012
102972;14.249893499999999;0.028804500000000566
131140;38.988971500000005;0.12706650000000153
80316;16.3439095;0.03425849999999997
79520;16.688246;0.021611000000000047
78556;16.854111500000002;0.07534050000000114
81956;13.998836;0.012585999999999764
131140;38.868720499999995;0.029880500000000865
57012;15.9280315;0.020861499999999644
92068;13.8002885;0.022742500000000554
89568;14.17815;0.027452000000000254
83340;16.1950365;0.04668649999999985
85364;15.1565045;0.05874049999999986
78148;16.363336;0.044350000000001444
94988;13.973348999999999;0.06333900000000003
80748;15.755509499999999;0.0316535
130676;38.939794;0.10038600000000031
130668;38.949973;0.11219899999999683
90872;14.1851405;0.001243500000000175
78124;16.6628405;0.04889949999999921
101448;14.016707;0.013135000000000119
98108;13.808572999999999;0.043581000000000536
66264;14.1786025;0.01706049999999948
124348;13.756891;0.06893300000000036
80372;13.868364;0.024398999999999837
57012;15.9280315;0.020861499999999644
92068;13.8002885;0.022742500000000554
101448;14.106899;0.08307100000000034
81608;13.962042;0.0413199999999998
78116;16.6680915;0.04521749999999969
83760;15.9797865;0.07834950000000074
131140;38.957508000000004;0.10279699999999892
101448;14.018322000000001;0.02643099999999965
101448;14.029816499999999;0.03798149999999989
132080;38.2955685;0.10523450000000167
88012;14.7355795;0.03437049999999964
80444;14.801717;0.060708999999999236
81044;16.127190499999998;0.04328450000000039
90076;14.699088;0.060221999999999554

