"##characteristics#compile#binary_size#min";"##characteristics#run#execution_time_kernel_0#center";"##characteristics#run#execution_time_kernel_0#halfrange"
35732;3.398829;0.01116600000000001
35032;5.6139335;0.02067550000000029
34504;5.573925;0.010495999999999839
38232;4.287859;0.009131
31616;5.177216;0.03307700000000002
60560;11.704096499999999;0.021615500000000232
36368;4.4669685;0.0042365000000001984
32512;5.312012;0.0027080000000001547
36080;4.1659334999999995;0.02724850000000023
36944;4.0973904999999995;0.011232499999999757
32236;5.1555735;0.027364500000000014
42080;4.316899;0.00634900000000016
37728;3.8839639999999997;0.012044999999999861
60560;11.729063;0.031008999999999176
60612;11.6445915;0.013195500000000138
60560;11.7274355;0.02917150000000035
35504;5.570724;0.007471999999999923
38688;4.249399;0.008642000000000039
31868;4.696838;0.040216999999999725
35472;5.079681000000001;0.0158640000000001
32464;5.4561755000000005;0.03371750000000029
34352;3.3974855;0.0076344999999999885
32464;5.2152565;0.026291500000000134
31916;6.1806909999999995;0.008379000000000136
31872;5.158151999999999;0.0016890000000002736
33712;3.4224745;0.0011295000000000055
31936;5.1401725;0.01888550000000011
32200;6.169175;0.019847999999999644
39672;4.0258655;0.016960499999999712
36564;4.1691455;0.00458050000000032
30952;4.7254045;0.039431500000000064
31744;5.1650935;0.011670500000000139
36352;4.2417265;0.0008244999999997837
37496;4.252707;0.027167000000000385
34960;4.296137;0.025675000000000114
32376;4.9377425;0.03845849999999995
61320;11.707571999999999;0.022984000000000115
32296;5.074243;0.007075999999999638
35520;4.327014;0.007985000000000131
39256;4.244856;0.026325000000000376
37528;4.285306;0.027035000000000142
60560;11.674646;0.040154000000000245
32008;5.125759;0.0011309999999999931
36128;4.895236000000001;0.0430959999999998
60560;11.648686999999999;0.016606999999999594
34412;5.170688;0.015188000000000201
37380;4.38501;0.005825999999999887
37512;4.2540960000000005;0.014854000000000145
33144;6.218852500000001;0.024546500000000027
32928;4.1556809999999995;0.009677999999999631
59488;11.1154545;0.001095499999999916
61856;11.665195;0.0025290000000000035
36764;3.9901790000000004;0.01788499999999993
60560;11.687690499999999;0.025513499999999745
35584;3.9260815;0.002359499999999848
37016;4.201806;0.0016579999999999373
34680;5.411058499999999;0.020301499999999972
36680;4.27225;0.026972000000000218
35476;5.6123895;0.008494500000000293
31600;5.1200410000000005;0.03054900000000016
32264;5.285773;0.002737999999999907
34976;5.106009500000001;0.044492500000000046
35836;4.245502500000001;0.016463499999999964
36248;4.2269950000000005;0.007955000000000378
33728;5.164993;0.02008499999999991
32896;4.1858165;0.03994149999999985
36552;4.1426549999999995;0.026803999999999828
36516;4.2759525;0.0030594999999999928
39916;3.9797495;0.026193500000000203
37100;4.2711055;0.031405499999999975
32528;6.212766500000001;0.014004499999999975
37736;4.2383074999999995;0.006709499999999924
35944;5.7237875;0.0028554999999999
36944;4.135151499999999;0.02431150000000004
37224;4.435484000000001;0.03453699999999982
31684;5.154923;0.021161000000000207
34176;5.076617000000001;0.02577700000000016
35952;4.236591;0.009666000000000174
35544;5.5712875;0.0002305000000002444
32328;6.1694025;0.02352550000000031
33808;5.538322;0.015255999999999936
33008;5.7854715;0.025212500000000304
37200;4.286809;0.011975999999999765
37152;3.946909;0.012480999999999964
35784;4.6540289999999995;0.008030000000000204
36388;4.292624;0.008935000000000137
32472;6.1562825;0.0032535000000000203
31888;5.1503499999999995;0.021648999999999585
36752;4.2546955;0.03867149999999997
60560;11.6761135;0.04326849999999993
36456;3.5768155;0.013785500000000006
35872;4.578599499999999;0.013368499999999894
39044;5.562759;0.008722999999999814
31904;5.4498584999999995;0.0026255000000001694
60560;11.728279;0.026356999999999964
31760;6.147313499999999;0.004212499999999952
34228;4.2518715;0.014110500000000137
34504;5.052769;0.015156999999999865
60096;11.662848;0.018978999999999857
36032;4.824643;0.02120700000000042
60560;11.693935499999998;0.05961350000000021
60416;11.650444;0.026397000000000226
60560;11.678383;0.03222199999999997
36304;4.235825500000001;0.000983499999999804
35568;5.5728425;0.0023005000000000386
33760;5.478586;0.014952000000000076
37376;5.4918595;0.04089650000000011
33900;3.4284495;0.037090499999999915
32800;4.854835;0.0019040000000001278
32032;4.487149499999999;0.011571500000000068
37832;4.228801;0.0236679999999998
36848;4.7276935;0.027340500000000212
37904;4.174818;0.03803800000000024
60100;11.654052499999999;0.020557499999999784
36360;4.289427;0.026806000000000108
37984;4.0076529999999995;0.002925999999999984
33920;4.0832455;0.012406499999999987
61864;11.6618355;0.025575500000000417
32184;6.13339;0.0017530000000003376
35664;5.6607804999999995;0.007729500000000389
59488;11.139828999999999;0.028538999999999426
60416;11.6577895;0.03104450000000014
35632;5.600948499999999;0.024544499999999747
36592;4.2627975;0.014681500000000014
39032;5.506596500000001;0.015547499999999825
36608;4.2936755;0.0035255000000002923
35732;3.398829;0.01116600000000001
31868;4.696838;0.040216999999999725
34352;3.3974855;0.0076344999999999885
33712;3.4224745;0.0011295000000000055
30952;4.7254045;0.039431500000000064
32896;4.1858165;0.03994149999999985
36360;4.2660775;0.018424500000000066
33900;3.4284495;0.037090499999999915
32032;4.487149499999999;0.011571500000000068
36360;4.289427;0.026806000000000108
35032;5.581365;0.01808199999999971
35656;4.23755;0.008856999999999893
32184;6.1623730000000005;0.025415000000000187
36360;4.3022575;0.020339499999999955
60560;11.6593845;0.02077949999999973
36360;4.2791775;0.04499049999999993
35552;4.4945635;0.03365750000000034
33216;4.470938500000001;0.013394499999999976
33280;4.435548;0.03598899999999983
58368;11.135583;0.04054599999999997
35552;4.4956309999999995;0.0322960000000001

