"##characteristics#compile#binary_size#min";"##characteristics#run#execution_time_kernel_0#center";"##characteristics#run#execution_time_kernel_0#halfrange"
101560;12.143496500000001;0.0290045000000001
85764;12.0880845;0.01787950000000027
83576;14.8433615;0.06576350000000009
83660;13.994992499999999;0.021364499999999786
88716;14.1386585;0.038523500000000155
83292;12.2056605;0.018134500000000386
90068;12.600977;0.015095999999999776
83568;12.2666465;0.030984500000000637
122940;12.266182;0.04986800000000002
98428;12.053687499999999;0.04388449999999988
108372;12.5740465;0.04154750000000007
78080;13.436584;0.0532199999999996
106220;12.928017;0.005644000000000204
89880;12.1223145;0.04276250000000026
78220;12.900173500000001;0.04603549999999945
83340;14.879992;0.04285600000000045
84176;14.935455000000001;0.07036799999999932
131072;41.284171;0.05564799999999792
117896;12.329025;0.022878000000000398
84696;14.2774315;0.041782500000000056
131080;41.27626;0.14244200000000262
95320;13.9528405;0.01401550000000018
131164;41.443908;0.013232000000002131
131140;41.491867;0.020362999999999687
94100;12.065227;0.02631799999999984
129096;41.378997;0.14098900000000114
131140;41.3805465;0.11182649999999938
131080;41.282382999999996;0.14736300000000213
83596;12.329842;0.03154399999999935
100580;12.165675;0.03709899999999955
84804;15.254036;0.024949999999999584
78500;13.1408785;0.045945500000000195
78496;12.993007500000001;0.02064950000000021
81904;12.077194500000001;0.023357500000000364
60016;14.857965499999999;0.055082500000000145
78976;12.900923500000001;0.052137499999999726
78420;13.557602;0.04593500000000006
131140;41.244626499999995;0.013427500000002368
131140;41.390682;0.13385099999999994
84540;14.141318;0.010275000000000034
82740;14.860751;0.0265979999999999
98808;12.2285485;0.02313350000000014
79516;13.452664500000001;0.04940049999999996
86820;14.8940395;0.02207450000000044
107136;12.2678725;0.00533349999999988
131140;41.410285;0.07648100000000113
78348;13.5590835;0.013568499999999872
108644;14.391558;0.07426699999999986
101616;12.2769445;0.0333755
112012;15.291702;0.06678500000000032
54552;12.2354325;0.04082750000000068
83344;14.830046;0.05585599999999946
84128;15.1385155;0.04738150000000019
78224;13.489770499999999;0.07144550000000027
98484;12.171218;0.023258999999999475
