"##characteristics#compile#binary_size#min";"##characteristics#run#execution_time_kernel_0#center";"##characteristics#run#execution_time_kernel_0#halfrange"
98588;15.53784;0.02986900000000059
94880;13.346540000000001;0.04936300000000049
81252;15.9784515;0.016229499999999675
111036;14.694897999999998;0.02505600000000019
75296;15.026634999999999;0.041991000000000334
82416;16.501219;0.04841300000000004
81716;16.004223;0.04729599999999934
75764;15.098217;0.04297900000000077
82376;15.850463999999999;0.02381499999999992
89480;15.545924;0.035172999999999455
127904;38.7930655;0.05671949999999981
128376;38.95746;0.01742100000000235
81560;16.4890185;0.02711449999999971
81924;16.6230535;0.0363004999999994
81188;15.980165500000002;0.05085750000000022
119060;13.35581;0.06279400000000024
53128;13.711778;0.04875499999999988
120044;13.464215;0.06763399999999997
95912;13.5121965;0.059415500000000065
100760;13.6487145;0.008036500000000224
82472;16.588616000000002;0.009490999999998806
100712;13.193764;0.015463000000000449
128376;38.879538999999994;0.08429800000000043
126004;13.377651;0.03305999999999987
74228;17.5287035;0.06675749999999958
102120;13.936771;0.023424000000000333
82928;14.195566;0.04408999999999974
125980;38.119480499999995;0.04997249999999909
115508;14.0574435;0.11417750000000026
106264;15.227255;0.0021570000000004086
49712;15.8627845;0.057083500000000065
105672;14.3560265;0.010720499999999689
81516;16.5398565;0.04746950000000005
118956;13.364107;0.011370000000000324
127920;38.73723699999999;0.016966000000000037
81436;16.999116;0.01933200000000035
74192;15.2118045;0.0072264999999998025
120332;16.128870499999998;0.05858450000000026
69768;13.486109500000001;0.012836499999999695
81336;16.557221499999997;0.02961550000000024
78452;13.6379995;0.041949500000000306
81496;16.081273000000003;0.07696199999999997
101788;13.860914000000001;0.045103000000000115
81680;16.060208;0.032983999999999014
75040;14.8678855;0.015586499999999504
82100;13.588195500000001;0.0418434999999997
82220;14.229445;0.05371599999999965
117320;13.329826;0.02522000000000002
81876;16.0458055;0.029279500000001235
91020;16.614973499999998;0.005089499999998637
118000;14.613465999999999;0.04875100000000021
80716;13.9632435;0.005578499999999487
81104;16.029001;0.07566299999999959
117408;13.670449;0.06427300000000002
81536;16.5129275;0.009355500000001626
128376;38.827199;0.10470399999999813
83668;17.6193275;0.043461499999999376
82304;16.45207;0.04460300000000039
126212;38.023401;0.01183499999999782
81536;15.989715;0.05201299999999964
86164;15.828909;0.034717999999999805
128396;38.8843935;0.1090705000000014
74368;15.719379499999999;0.01883350000000039
121552;13.504112;0.02554299999999987
81708;17.401958999999998;0.020926999999998586
110016;13.307906;0.014596000000000053
75348;16.179751000000003;0.001642999999999617
108476;13.9197345;0.03209350000000022
78796;15.982223;0.03809099999999965
118032;14.0002065;0.05221250000000044
107052;14.0492445;0.01555850000000003
75072;15.422132999999999;0.03430899999999948
146996;13.1605815;0.04466150000000013
119504;13.2605125;0.025993499999999337
128376;38.8524795;0.10540849999999935
55804;16.0561375;0.06938449999999996
109588;13.4124175;0.023830500000000754
120612;14.557748;0.03158700000000003
80948;13.6775305;0.006325499999999984
87432;15.769601999999999;0.07849899999999987
74880;14.955865;0.035506999999999955
80352;15.210283;0.010434000000000054
106220;13.496488;0.04204600000000003
104060;14.055793999999999;0.049121000000000414
82276;16.4640185;0.04106349999999992
81152;14.0084985;0.015807499999999308
81784;13.6756255;0.009146499999999946
128376;38.7684765;0.04608650000000125
108156;13.343181999999999;0.063218
119084;13.2598235;0.07499249999999957
94880;13.346540000000001;0.04936300000000049
53128;13.711778;0.04875499999999988
100712;13.193764;0.015463000000000449
49712;15.8627845;0.057083500000000065
69768;13.486109500000001;0.012836499999999695
146996;13.1605815;0.04466150000000013
119084;13.330652;0.1139380000000001
114404;13.285605499999999;0.02760449999999981
68464;13.3953865;0.05213150000000066
145060;13.276971;0.03314199999999978
115444;13.298676;0.008518999999999721
145044;13.143428;0.034117000000000175
81880;13.310113999999999;0.019744000000000206
120188;13.252942999999998;0.013808000000000042
148580;13.257981000000001;0.028106999999999438
145516;13.222062000000001;0.015832000000000512
81880;13.324591999999999;0.024458999999999342
118420;13.226491;0.012614000000000125
107024;13.15162;0.0025089999999998724
123668;13.591002;0.008544999999999803
145380;13.188763999999999;0.0216990000000008
119084;13.335522999999998;0.006165000000000198

